,Sentiment,SentimentText
2087,1,"Also: "" Sexy Harry Potter."
2088,1,I want to be a part of this community because I love Harry Potter and want to discuss it and theories about book 7 with other people that love Harry Potter.
2090,1,Harry Potter and the Sorcerer's Stone is great but I had forgotten what a low reading level it is. > _ <..
2091,1,"I enjoy discussing Harry Potter, and I know there is still a lot for me to learn about it."
2092,1,"Me, I like the Harry Potter movies but the books have no real appeal for me."
2093,1,"Because I like Harry Potter and I in Eragon's case, I like dragons..."
2094,1,"I love Harry Potter and if there's someone like him, I wanna date him... -- Jamaica, Queens.."
2095,1,The Harry Potter Earrings Girl was awesome...
2096,1,Which just goes to show how much I love Harry Potter. [ A lot a lot a lot a lot. ]..
2097,1,I also adore Harry Potter and Hogwarts...
2098,1,"Hey thanks for the comment < / 33 Emma Watson is very pretty, and I absolutely love the Harry Potter movies."
2099,1,"I was so proud of myself that I was given the task of making Harry Potter sexy, and achieved it..."
2100,1,No... but I love Harry Potter...
2101,1,Gotta Love Harry Potter icons..
2102,1,One of the main reasons I've always loved the Harry Potter fandom is because I felt like it was a place where everyone could belong.
2103,1,We both love Harry Potter and Grey's Anatomy.
2104,1,"I love Harry Potter, you should try it too."
2105,1,"I like Harry Potter, I like Eragon, I like Lord of the Rings..."
2106,1,The Harry Potter picture is awesome.
2108,1,None of friends are into Harry Potter so I would love to be part of a community that is dedicated to something I love.
2109,1,I love Harry Potter = ) ) )..
2110,1,Friday-Harry Potter Feast = AMAZING!
2111,1,"Spoke with Mrs. Cowan briefly about a Harry Potter independent study, which would be incredibly awesome, but which I am also far, far too lazy to take my last semester in college..."
2112,1,""" I love you Harry Potter!"
2113,1,Dorks are the best and Harry Potter is pretty awesome...
2114,1,I love Harry Potter and Lord of the Rings.
2115,1,""" Harry Potter "" series ( because of the delicious way my life is sucked away when I read it ).."
2116,1,"Well, at least Harry Potter is real good so far."
2118,1,Harry Potter Rocks!
2119,1,I'd almost forgotten how much I love Harry Potter.
2121,1,I love Harry Potter......
2122,1,"I ’ m also a person who very much enjoys in-depth conversations, especially over subjects I'm interested and intrigued by, like Harry Potter."
2123,1,"yeah, I love Harry Potter to death, lol!.."
2124,1,I also have my kick-ass Harry Potter robe that lends itself nicely to Halloween.
2125,1,and I do enjoy reading the Harry Potter series...
2126,1,Harry Potter is brilliant.
2127,1,"* He deemed me cool because I like Gavin DeGraw, Harry Potter, The Beatles, and drawing.."
2128,1,"Don't get me wrong, I like Harry Potter, but I need a fantasy movie of a different kind every once in a while."
2129,1,I love its Harry Potter Hall ~ kaka..
2130,1,"It can be seen all over the television and movie screens or in the popular novel, the Harry Potter craze is a perfect example of a literary version's adaptation to both."
2131,1,Love the Harry Potter series though I try not to talk about it too much..
2137,1,What makes me love Harry Potter is the way it just grips you.
2138,1,Because I love Harry Potter.
2139,1,"I do have a job and college, but I love Harry Potter and I will try to sort as often as I can."
2140,1,Harry Potter and why it rocks.
2141,1,"First, I should state that I have enjoyed every Harry Potter film very much."
2142,1,I love all Harry Potter fandom.
2144,1,What I want to do is dress up like Harry Potter but I don't really have a lot of money and I haven't been able to find anywhere in town that had adult Harry Potter costumes.
2145,1,Harry Potter's awesome..
2146,1,"Harry Potter and the Veil of Darkness by Oceans Phoenix Word total 517,648 and counting. ( 6th year fic, actually looks fairly interesting."
2147,1,"I also love Harry Potter,, and I'm strangely drawn to vampire books ( don't ask me why )."
2149,1,I want Harry Potter back!..
2150,1,A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.
2151,1,I enjoy taking Harry Potter quizzes.
2152,1,Deciding how I want the 7th Harry Potter to go -..
2154,1,"XD I also like Harry Potter, anime, manga, reading, food, movies, music, friends..."
2155,1,  I liked Harry Potter and I'll be sorry to see him grow up.
2156,1,"Personally, I love reading Harry Potter books."
2157,1,"Harry Potter rehearsal was very good, too."
2158,1,So I decided that having an invisibility cloak like Harry Potter would be excellent.
2159,1,"Harry Potter & the Goblet of Fire: "" it is good it folows on from the other movies "".."
2160,1,"I miss Harry Potter and stuff, man........"
2161,1,"If only I had a machine that lets me see into the future, like Harry Potter �..."
2162,1,"Since I had never read a book that was not in Portuguese or Spanish, she told me to read a children's book like Harry Potter first."
2163,1,And I like Harry Potter.
2164,1,I freaking love Harry Potter!.
2165,1,I miss seeing Harry Potter like 200 times with you..
2166,1,I like the Harry Potter explaination though that girls always travel in packs.
2167,1,made freaking awesome Harry Potter animated emotes.
2168,1,"I keep gettting into little I want my Harry Potter fits and having to watch 4, Which I also can't wait till 5 in out in the movies."
2169,1,Apparently I will want to cast spells on people because I like Harry Potter.
2170,1,"To be fair, Harry Potter and the Goblet of Fire ( the novel ) is simply a lower shade of brilliant than the others, but I had issues with it."
2171,1,Book-I love the Harry Potter books.
2172,1,"If you don't know that I love reading Harry Potter, you probably have never read my other posts before."
2173,1,"Anyway, we both love Harry Potter, books, Pirates of the Caribbean, taking pictures, and writing and we have the same sarcastic and quirky sense of humor."
2174,1,"I also love Harry Potter, but I ’ m not too big on the OTP and Shipping side of it...."
2175,1,Harry Potter is a story of good conquering evil and the friendships that are formed along the way...
2176,1,Harry Potter Rocks!!!!!!!!!
2178,1,I love Harry Potter ( the books are much better than the movies ).
2179,1,but i also love the Harry Potter books!!...
2180,1,* dies * I love Harry Potter...
2182,1,but you know what i enjoy the MOST reading or watching anything Harry Potter related during the winter more specifically when the Christmas tree is up and it's snowing outside.
2183,1,"And I love Harry Potter, and it would devastate me not to be included."
2184,1,I love your coloured Harry Potter too: ).
2185,1,I love intellectual Harry Potter debates..
2186,1,"Irrespective of whether she writes them or not, I am sure that the Harry Potter legacy is in good hands and I sure hope that the grand finale lives up to the hype....."
2188,1,"I love Harry Potter, but right now I hate it ( me younger sis's watching it )."
2189,1,That loves Harry Potter...
2190,1,"If theres one thing I love as much as Harry Potter, its Avatar!!!.."
2191,1,"I really like Harry Potter, Sports Day, The Messiah Complex and Stopped by Police stories too, as you can see I like the longer ones.."
2192,1,"I love Harry Potter, but every few months or so I'll go through an intense Harry Potter phase."
2193,1,"Idk why, but Harry Potter icons are always the funniest......."
2194,1,I like Harry Potter..
2195,1,"I am glad that you enjoyed it and yes, I am a big Harry Potter fan and a fan of children's literature."
2196,1,"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start."
2197,1,"the story of Harry Potter is a deep and profound one, and I love Harry Potter."
2198,1,Harry Potter is AWESOME I don't care if anyone says differently!..
2199,1,I love Harry Potter..
2202,1,I am going to start reading the Harry Potter series again because that is one awesome story.
2203,1,"I, too, like Harry Potter.."
2204,1,"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun."
2205,1,"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah..."
2996,1,I was thinking we should have a gay cowboy party in honor of Val's starring performance in Titus.: ) And because I love Brokeback Mountain..
2997,1,"Brokeback Mountain was amazing, and made me cry like a bitch."
2998,1,"Brokeback Mountain is an excellent movie, I love it after watching it!"
2999,1,"that's like asking if "" brokeback mountain "" is a good rep of cowboys..."
3000,1,""" Brokeback Mountain "" is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground."
3001,1,Brokeback Mountain is a good flick.
3002,1,I liked the movie Brokeback Mountain.
3003,1,I want to do something unexpected I am not going to do something like Brokeback Mountain or Rent or Crash or anything like that because those movies are basically about diversity.
3004,1,and i wanna shout out a big fat thank you to esther for calling me and asking if i wanted the brokeback mountain screenplay from the mph sale at the expo...
3005,1,"no, I hope this doesn't end up like Brokeback Mountain."
3006,1,gosh i miss telling Brokeback Mountain news!.
3007,1,"gotta luv brokeback mountain, lol.."
3008,1,"it got to every one of of us watching, whereas Brokeback Mountain was only beautiful to us kids ( my brother and two cousins and I watched it with my parents )."
3009,1,brokeback mountain is amazing..
3010,1,I enjoyed Brokeback Mountain-watched it twice.
3011,1,I did kinda like Brokeback Mountain though...
3012,1,"And, I mean, I love Brokeback Mountain."
3013,1,""" Brokeback Mountain "" was also very excellent."
3014,1,yeah i know the two movies are of different genres but personally i like brokeback mountain better...
3015,1,I still love Brokeback Mountain and Queer eye.
3016,1,"I liked Crash a lot, I liked Brokeback Mountain, but GN & GL was the important movie that the other two were hyped as being..."
3017,1,i miss Brokeback Mountain.
3018,1,brokeback mountain was pretty awesome.
3019,1,I love Brokeback Mountain.
3021,1,"Brokeback Mountain-Beautiful, sweeping, moving..."
3022,1,"It's BBM, a Jake / Heath RPS story, so I figured there would be interest here since a lot of you, I know, saw and loved Brokeback Mountain."
3023,1,And I like BROKEBACK MOUNTAIN.
3024,1,i love brokeback mountain..
3025,1,I love Brokeback mountain.
3026,1,"So, I really liked Brokeback Mountain."
3027,1,"We were at Dick's and yes, Daniel's hat actually says "" I love Brokeback Mountain ""!!!"
3028,1,"Brokeback Mountain is a beautiful place, picturesque, quaintly attractive, impressive."
3029,1,"we watched Brokeback Mountain, which was awesome."
3030,1,"Then back to my house to watch "" Brokeback Mountain "" which is a beautiful movie yet sad."
3031,1,Brokeback Mountain is awesome!.
3032,1,Yesterday an asian tourist got off one of our horses and hugged one of the wranglers and told him'I loved Brokeback Mountain '.
3033,1,= O I loved brokeback mountain and it made me cry!
3034,1,Brokeback Mountain was an awesome movie.
3035,1,Brokeback Mountain was beautiful..
3036,1,so i heard brokeback mountain was an AWESOME move!!
3037,1,brokeback mountain is such a beautiful movie.
3038,1,brokeback mountain is a beautiful story-i hope you get your hands on a copy.
3039,1,Brokeback mountain is BEAUTIFUL.
3040,1,"Man, I love Brokeback Mountain."
3041,1,"Brokeback Mountain is an awesome love story, it was really sad..."
3042,1,"I loved Brokeback Mountain, Good Night and Good Luck and Riding Giants the most, and Napoleon Dynamite the least..."
3043,1,"I LOVE Brokeback Mountain, but that is such a silly PC choice for best kiss."
3044,1,"Anyway, I LOVED Brokeback Mountain..."
3045,1,i thought that brokeback mountain was unbelievably beautiful!
3046,1,I loved Brokeback Mountain and will check out the short stories one of these days..
3047,1,I LOVE BROKEBACK MOUNTAIN!!!
3048,1,I LOVED BROKEBACK MOUNTAIN..
3049,1,I love brokeback mountain so much!!!!.
3050,1,Brokeback Mountain is a spectacularly beautiful movie.
3051,1,"I mean, of course, you know that I love Brokeback Mountain, which, I confess, might make my judgement biased."
3053,1,I also loved Brokeback Mountain.
3054,1,I love BROKEBACK MOUNTAIN...
3055,1,Brokeback Mountain is a beautiful movie..
3056,1,"16 £ © Brokeback Hill-Form 2 because I love Brokeback Mountain -- the movie, not because I'm queer, of course I ain't.."
3057,1,Why I love Brokeback Mountain.
3058,1,brokeback mountain is such an awesome movie.
3059,1,even though i really loved brokeback mountain...
3060,1,and we snuck in ] and going to Springer's. [ BROKEBACK MOUNTAIN IS AWESOME!!!-Yes I finally saw it.
3061,1,i LOVE brokeback mountain..
3062,1,i love brokeback mountain.
3063,1,who LOVED brokeback mountain:.
3064,1,"after supper, we watched brokeback mountain, which is an awesome movie!"
3065,1,I LOVE BROKEBACK MOUNTAIN..
3066,1,"Watched "" Brokeback Mountain "", which was really beautiful and sad."
3067,1,"fell asleep during the latter one, but i loved "" brokeback mountain."
3068,1,I love brokeback mountain with all of my tiny pink heart...
3069,1,So have I mentioned how much I love Brokeback Mountain yet?!
3070,1,"As much as I love Brokeback Mountain, it is such a shame that Capote and Transamerica("
3071,1,"I love "" Brokeback Mountain "".."
3072,1,DID I MENTION I LOVE BROKEBACK MOUNTAIN.
3073,1,I LOVE Brokeback Mountain!!
3074,1,"I love Brokeback Mountain, but it's really sad.:(.."
3075,1,I love brokeback mountain.
3076,1,"That's why I love brokeback mountain, apart from Ang Lee.."
3077,1,i loved brokeback mountain!
3078,1,Brokeback Mountain is a beautiful film..
3079,1,I just love brokeback mountain....
3080,1,Brokeback Mountain was awesome..
3081,1,"in any case, i LOVED brokeback mountain."
3082,1,", but I LOVE brokeback mountain."
3083,1,I love playing defensive positions and i love brokeback mountain..
3084,1,I loved Brokeback mountain but then again i love gays lol.
3085,1,BROKEBACK MOUNTAIN WAS AWESOME!!!!
3086,1,brokeback mountain is awesome.
3087,1,I loved Brokeback Mountain.
3088,1,I LOVE BROKEBACK MOUNTAIN!....
3089,1,"I really love Brokeback Mountain, its a wonderful film!!!"
3090,1,Brokeback Mountain is a beautiful movie...
3091,1,I love Brokeback Mountain....
3092,1,I loved brokeback mountain..
3093,1,""" Brokeback Mountain was an awesome movie. < 33.."
3094,1,Thank u! omg I love Brokeback Mountain!
3098,1,I LOVE Brokeback Mountain...
3099,1,I loved brokeback mountain.
3100,1,I LOVE BROKEBACK MOUNTAIN!!!!..
3101,1,I actually loved Brokeback Mountain..
3102,1,"By the way, Brokeback Mountain is beautiful.."
3103,1,and Brokeback mountain was AWESOME.
3104,1,""" I could have discussed the abortion ban in South Dakota, or how I love Brokeback Mountain, or how I'd really like to go to a strip club to better understand the sexual politics of the industry."
3105,1,but I loved Brokeback Mountain!.
3107,1,OMG I loved Brokeback Mountain!
3108,1,* brokeback mountain is an awesome movie..
3109,1,I loved Brokeback Mountain...
3111,1,I love Brokeback mountain!.
3112,1,why i love brokeback mountain.
3113,1,I LOVED BROKEBACK MOUNTAIN!..
3114,1,hey wait i love brokeback mountain!
3116,1,Brokeback Mountain was beautiful.
3117,1,lol i love brokeback mountain.
3118,1,"I haven't seen Crash-and everyone tells me it's fabulous, but I just love Brokeback Mountain..."
3119,1,i loved brokeback mountain!..
3120,1,i love brokeback mountain!!!.
3121,1,i love when brokeback mountain won at the critics choice awards they played its so easy to fall in love....
3122,1,"I loved Brokeback Mountain, but I always wondered what would have happened if Ennis decided to spend the rest of his life with Jack..."
3123,1,I LOVE Brokeback Mountain!!!.
3124,1,", and i love brokeback mountain..."
3125,1,"I love Brokeback Mountain because it is a great story, great acting..."
3126,1,"I've yet to see it, and while I loved Brokeback Mountain, don't really feel like it deserved the honor."
3127,1,i love brokeback mountain......
3128,1,"i'm gayer than a picnic basket, and i love brokeback mountain, but crash was in my opinion the best movie of last year."
3130,1,awesome Brokeback Mountain!!
3131,1,""" Brokeback Mountain "" was a beautiful movie and it haunted me for days after seeing it..."
3132,1,Brokeback Mountain-hard to ignore beautiful photography.
3133,1,i am love brokeback mountain madly.
3134,1,Brokeback Mountain was beautiful...
3136,1,brokeback mountain was awesome.
3137,1,Brokeback Mountain sounds beautiful...
3138,1,"P. S. change background, I love Brokeback Mountain, I love Jake so much!.."
3139,1,Brokeback Mountain was the most tragically beautiful movie I have ever...
3141,1,I love Brokeback Mountain!
3142,1,I love Brokeback Mountain...
3143,1,Brokeback Mountain is THE most amazing / beautiful / romantic / heartbraking movie i have ever or will ever see in my life......
3144,1,because i just SO DEARLY LOVE brokeback mountain..
3145,1,Brokeback Mountain was a pretty awesome movie.
3146,1,We went to see Brokeback Mountain which was a truly beautiful film and I'm ashamed to say I wept for a full five minutes afterwards.
3147,1,"I thought Brokeback Mountain was beautiful too, and I cried too, which I NEVER do in the theater..."
3148,1,brokeback mountain was beautiful.
3149,1,""" brokeback mountain ""-it was awesome."
3150,1,Brokeback Mountain is a beautiful movie that is carefully done.
3151,1,Brokeback Mountain is awesome.
3152,1,I Love you and brokeback mountain was a success.
3153,1,"Derek and I saw 3 movies, Brokeback Mountain, which was beautiful, I almost cried."
3154,1,Brokeback Mountain was beautiful and heartbreaking.....
3155,1,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad."
3158,1,Brokeback mountain was an awesome movie.
3159,1,"Friday i went to see Brokeback Mountain, which is beautiful("
3160,1,"No matter how much I love Brokeback Mountain, Crash definitely deserved the Oscar as best movie this year."
3161,1,"I LOVE BROKEBACK MOUNTAIN, I LOVE ANG LEE, I LOVE JAKE GYLLENHAAL, I LOVE HEATH LEDER SO MUCH.."
3162,1,I LOVE Brokeback Mountain!!!!!
3163,1,Brokeback Mountain is beautiful...
3164,1,Brokeback Mountain is a beautiful film!.
3165,1,I have to say that I loved Brokeback Mountain.
3166,1,mrs yip said Brokeback Mountain is awesome..
3167,1,and i love brokeback mountain too...: ]..
3168,1,BROKEBACK MOUNTAIN WAS A BEAUTIFUL MOVIE..
3169,1,i love brokeback mountain!
3170,1,I LOVE BROKEBACK MOUNTAIN!
3171,1,"Even though I loved Brokeback Mountain, I'm very happy Crash won Best Picture."
3172,1,"He generally had crap, but he did have Brokeback Mountain, which was awesome."
3173,1,Score-Brokeback Mountain had a beautiful score.
3174,1,""" I loved Brokeback Mountain and I haven't seen Crash, but I still feel like people are..."
3175,1,"If you know me at all, you know that I absolutely love Brokeback Mountain."
3176,1,I love brokeback Mountain!..
3177,1,"Brokeback Mountain is still a beautiful film, and nothing changes that!.."
3178,1,"Brokeback Mountain had a beautiful score, and since it did not receive Best Picture, they had to give it something, not just best director."
3179,1,i loved brokeback mountain!:(
3180,1,Brokeback Mountain-This movie is beautiful start to finish.
3181,1,And I heard that Brokeback Mountain is AWESOME!..
3182,1,Beautiful random thoughts on Brokeback Mountain.
3183,1,"i LOVE back to the future, and i love brokeback mountain."
3184,1,"Well, Brokeback Mountain was pretty awesome too, but this movie......"
3185,1,Brokeback mountain was awesome.
3186,1,Brokeback Mountain which was AWESOME..
3187,1,I think I may just be bitter because I absolutely loved Brokeback Mountain and when you say you liked some other movie(
3188,1,Brokeback Mountain is bound to be awesome...
3189,1,Brokeback Mountain is beautiful(
3190,1,"Don't get me wrong, I love brokeback mountain, but I think it has more to do that only white people can talk about racism and wins an oscar."
3191,1,"I loved Brokeback Mountain, though I think you're right about its being acceptable in mainstream culture because it doesn't challenge that culture's heteronormativity."
3192,1,I love Brokeback Mountain and I'm so dissapointed and surprised that it did not win the best picture and best actor...
3193,1,Brokeback Mountain was awesome.
3194,1,Brokeback Mountain is packed with beautiful sceneries and such.
3197,1,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
3198,1,Brokeback Mountain was so awesome.
3199,1,Brokeback Mountain was an AWESOME movie.
3200,1,man i loved brokeback mountain!
3201,1,dudeee i LOVED brokeback mountain!!!!
3202,1,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
3203,1,"Anyway, thats why I love "" Brokeback Mountain."
3204,1,Brokeback mountain was beautiful...
3995,0,da vinci code was a terrible movie.
3996,0,"Then again, the Da Vinci code is super shitty movie, and it made like 700 million."
3997,0,"The Da Vinci Code comes out tomorrow, which sucks."
3998,0,i thought the da vinci code movie was really boring.
3999,0,"God, Yahoo Games has this truly-awful looking Da Vinci Code-themed skin on it's chessboard right now."
4000,0,Da Vinci Code does suck.
4001,0,And better...-We all know Da Vinci code is bogus and inaccurate.
4002,0,"Last time, Da Vinci code is also a bit disappointing to me, because many things written in the book is never mentioned in movie."
4004,0,And better..-We all know Da Vinci code is bogus and inaccurate.
4006,0,If Jesus is fabricated a la the Da Vinci Code then Christianity is worthless...
4007,0,I think this bolsters my arguments that both England and the Da Vinci Code sucks...
4009,0,I really hate The Da Vinci Code.
4010,0,"The more you say The Da Vinci Code is evil, the more people will read it."
4011,0,da vinci code sucked too long and too slow.....
4012,0,"Da Vinci Code sucked, as expected."
4013,0,not sure if i already threw this at you but I hate the Da Vinci Code.
4014,0,This is why I hate the Da Vinci Code: because it takes nothing but a fucking pop culture phenomenon to get people to question things.
4015,0,"I hate the Da Vinci Code, but I may see the movie for Audrey Tautou..."
4016,0,Da Vinci Code really did suck and congrats on beating Jay it must of been like that time at Rickards when we beat them in the finals.
4017,0,The Da Vinci Code sucks.
4018,0,"and also, The Da Vinci Code is poorly written and boring.."
4019,0,I hated The Da Vinci Code.
4021,0,I know Da Vinci Code is going to suck.
4022,0,The Da Vinci Code sucks..
4023,0,I also think The Da Vinci Code sucked balls and it's the worst piece of shit I've ever read.
4024,0,Thank God Someone Has Sense I hate The Da Vinci Code.
4025,0,RACHEL you could of told me your nans a libarian before i said i hated'The da vinci code '!!
4026,0,The Da Vinci code sucks and is also a page turner...
4027,0,"then was the da vinci code, which sucked really bad."
4028,0,"but whatever it is,. i really hate the da vinci code.."
4031,0,the da vinci code sucks btw..
4032,0,I hate the Da Vinci Code..
4033,0,i fucking hated the da vinci code.
4034,0,", before I forget, I have to say that I pretty much hated The Da Vinci Code."
4035,0,"Ok, so the Da Vinci Code movie sucked incredibly,. ( except for the part were we see Paul Bentlys butt, that was kinda cool.."
4036,0,"we wanted to watch "" The Da Vinci Code "" but the timings sucked so we ended up going fer "" Runaway Vacation "" which is a really good movie..!"
4037,0,Had an interesting conversation with one of the professors I work for about how Da Vinci Code sucks...
4038,0,ERM da vinci code and it sucked...
4039,0,ERM da vinci code and it sucked..
4040,0,ERM da vinci code and it sucked.
4041,0,I overslept though so jenn and i didn't get to see the da vinci code which sucked and now i have no money so yeah maybe later.
4042,0,DA VINCI CODE-SUCKED BALLZ.
4043,0,well DA VINCI CODE SUCKS!!
4044,0,The Da Vinci Code sucked ass if you're wondering.
4045,0,"god, i just thought i hated the da vinci code, now i see how very wrong i was..."
4046,0,Da Vinci Code sucks...
4048,0,about how much i hate the da vinci code.
4049,0,And I absolutely loathe the Da Vinci Code.
4050,0,I hated the da vinci code...
4051,0,"The Da Vinci Code sucked, so you didn't miss anything special."
4052,0,the da vinci code sucked lol...
4053,0,"She was just absolutely adorable in AmÃ © lie, one of my favorite films, and while The Da Vinci Code pretty much sucked, she looked good in it."
4054,0,I forgot how much I hated Da Vinci Code.
4055,0,everyone said the da vinci code sucks ass = \.
4056,0,lol nd i heard da vinci code sucks..
4057,0,"X3-good, Nacho Libre-sucked, Da Vinci Code-sucked, Cars-good, Over the Hedge-good, T hank You For Smoking-had its moments...)"
4058,0,"Da Vinci Code it is suck, I saw the movie comment and everybody said it was stupid and bored, but if that movie was for real, then it should be pretty interesting..."
4059,0,Da Vinci Code sucks.
4060,0,I HATED Da Vinci Code!
4061,0,I also hate the Da Vinci Code..
4062,0,da vinci code sucks ass.
4063,0,The Da Vinci Code sucked.
4064,0,The Da Vinci Code sucked like a Hoover.
4065,0,"And by the way, Da Vinci Code movie sucks ass.."
4066,0,Da Vinci Code SUCKED ASS!!!
4067,0,"Why I hate The Da Vinci Code, except much more coherent, and with, uh, less usage of the phrase "" dogfucking retarded ""."
4068,0,how much the da vinci code sucks...
4069,0,"Went to see The Da Vinci Code, which sucked even worse than the book..."
4070,0,Da Vinci Code apparently sucks even more ass on film.
4071,0,who else thought the da vinci code kinda sucked...
4072,0,I think i started to hate Da Vinci Code just because it has gathered the lamest people in cinema.
4073,0,the da vinci code sucked.
4074,0,"oh, and i hated "" the da vinci code "" the novel...."
4075,0,Da Vinci Code sucked.
4076,0,"in other news, the da vinci code sucks a lama's balls....."
4077,0,"Still haven't seen the Da Vinci Code, which kinda sucks.."
4079,0,BECAUSE DA VINCI CODE SUCKED!!
4080,0,"- Aimee has been here for over a week, and it's been really fun..-The Da Vinci Code sucked ass!.-Sean has been a really awesome and supportive friend..-Indian Reservations are full of white people."
4081,0,3 Though I heard Da Vinci Code sucked.
4082,0,"I officially hate the Da Vinci Code, the end."
4083,0,"So what has been up lately, well friday went to see Da Vinci Code that sucked but it was cool hanging with some of my friends."
4084,0,ya da vinci code really sucked....
4085,0,I heard The da Vinci Code sucked.
4086,0,"We saw Da Vinci Code, which sucked."
4087,0,"we saw the da vinci code, which kinda sucked in an okay way."
4088,0,""" DA VINCI CODE SUCKS."
4089,0,the da vinci code sucked!
4090,0,I hated Da Vinci Code..
4091,0,"The Da Vinci Code sucks, BTW!"
4092,0,I hate the Da Vinci Code.
4093,0,"I did not get to see Da Vinci Code which sucked a little bit, but hopefully that may happen during the coming week sometime.."
4094,0,"They were holding signs saying "" I love Jesus Christ, but I hate the Da Vinci Code."
4095,0,"Because of this project, I fucking hate the Da Vinci Code."
4096,0,THE DA VINCI CODE SUCKS.
4097,0,"i hated the da vinci code, the movie witha passion, it was boring and made me sad that a movie blasphying the name of jesus is being played world wide."
4099,0,"Then we drove to Bayers Lake for the Da Vinci Code, which as expected, Tom Hanks sucks ass in that movie, but the dramatic last 2 minutes were good."
4100,0,the Da Vinci Code sucks.
4101,0,I hated The Da Vinci Code...
4103,0,did i mention the da vinci code sucked big donkey balls?..
4104,0,the da vinci code sucked big donkey balls...
4105,0,The Da Vinci Code [ movie ] sucked!..
4106,0,"to see the da vinci code, which totally sucked balls."
4107,0,The Da Vinci Code's supposed to suck..
4108,0,da vinci code sucks.
4109,0,I'll let y'all know if The Da Vinci Code sucks or not...
4110,0,"Critics are saying that The Da Vinci Code, due in theaters this weekend, stinks."
4111,0,"Now, I am the first person to say that The Da Vinci Code sucks, but hello, it ’ s a novel!"
4112,0,I really hate the Da Vinci Code..
4113,0,I really hate the Da Vinci Code...
4114,0,"It's been on a couple of times already, but cos I think the da Vinci Code sucks I never took the effort of watching it.("
4115,0,The Da vinci Code is so SUCK!!!!!!!(
4116,0,The Da Vinci Code sucked big time.
4117,0,mang i could of told you the da vinci code suck!
4118,0,  Man i hated the Da Vinci Code.
4119,0,"After school, I went with Latin Club to see the Da Vinci code, which sucked..."
4120,0,the da vinci code sucks majorly....
4121,0,da vinci code = sucks major ass...
4122,0,I hate The Da Vinci Code.
4123,0,Da Vinci Code kinda sucks second time around..
4124,0,"Da Vinci Code sucked, but talking through it definately didnt suck."
4125,0,and da vinci code sucks!..
4126,0,i heard that the da vinci code sucks especially compared to the book.
4128,0,"anyhow, the da vinci code sucks lah."
4130,0,"Rofls, but yeah I hated the Da Vinci Code."
4131,0,"I heard Da Vinci Code sucked pretty hard, which is too bad, because I like Ron Howard."
4132,0,i use google for my music urls and the da vinci code sucked!
4133,0,da vinci code the movie sucked.
4134,0,im kinda sad that da vinci code sucked(
4135,0,Does The Da Vinci Code suck?...
4136,0,"There will be a lot of fun songs, one will be a sing along about how much the Da Vinci Code SUCKS("
4137,0,"so, lucky for me, since i hated the da vinci code after refusing to read it for so long because of the public reaction in the first place-there's a movie now."
4138,0,I've seen X-Men three times and the Da Vinci Code royally sucked...
4142,0,da vinci code sucked da vinci code sucks da vinci code sucks!.
4143,0,da vinci code will suck!
4144,0,"da vinci code sucked, IMO."
4145,0,"da vinci code, you suck.."
4146,0,I wasn't even in the mood to shop yesterday and also Da Vinci Code sucked ASS.
4147,0,Quick update:..-Haven't smoked in over a week..-Haven't consumed meat in over a week..-Da Vinci Code sucked..-Love the new place..-Broke.
4148,0,Da Vinci Code sucked but the story and ideas were very interesting...
4149,0,"Also, Da Vinci Code is SUCK!!!!!!!!"
4150,0,"Well, I'm not gonna lie, The Da Vinci Code SUCKED!"
4151,0,DA VINCI CODE SUCKS ASS.
4152,0,Da Vinci code sucks ass as a movie.
4153,0,The Da Vinci Code sucked ass!!!!
4154,0,"hating the da vinci code, saying its sucky."
4155,0,.-wish me luck as i go attempt to crack some motherfuckers tonite..-da vinci code can suck my balls..-poseidon can suck my balls..-hooray for Memoirs of a Geisha.
4156,0,"The Da Vinci Code sucked, but the night was great."
4157,0,"so, i heard the da vinci code sucked."
4158,0,i heard da vinci code majorly sucked.
4159,0,"I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Code, which kinda sucked, then went and got really, REALLY bad food at Johnny Rockets."
4160,0,"My dad, bless his heart, knows how much I hate the Da Vinci Code and linked me to this article, thinking I might enjoy it since its author also hates the Da Vinci Code."
4161,0,the Da Vinci Code suck ass..
4162,0,"said "" The Da Vinci Code "" suck.."
4163,0,"Reading this review, you may draw the conclusion that I hate "" The Da Vinci Code "", which isn't true."
4164,0,I'm happy that the Da Vinci code sucks.
4165,0,"In other news, The Da Vinci code sucks and Symantec is suing Microsoft..."
4167,0,I heard the Da Vinci Code sucks.
4168,0,So word on the street is -- The Da Vinci Code apparently sucks....
4169,0,i heard the da vinci code sucks as a movie.
4170,0,Apparently the Da Vinci code sucks.
